         Address,	       Bytes,	         RSS,	       Dirty,	  Mode,	Mapping
00002AAB15101000,	       69632,	          40,	           0,	 r-x--,	libresolv-2.5.so
00002AAB15112000,	     2097152,	           0,	           0,	 -----,	libresolv-2.5.so
00002AAB15312000,	        4096,	           4,	           4,	 r----,	libresolv-2.5.so
00002AAB15313000,	        4096,	           4,	           4,	 rw---,	libresolv-2.5.so
   [unallocated],	        4096,	           -,	           -,	     -,	-
00002AAB15314000,	        8192,	           4,	           0,	 rw---,	[ anon ]
   [unallocated],	        8192,	           -,	           -,	     -,	-
00002B8BFD1CF000,	      114688,	          84,	           0,	 r-x--,	ld-2.5.so
00002B8BFD1EB000,	       32768,	          12,	          12,	 rw---,	[ anon ]
   [unallocated],	       32768,	           -,	           -,	     -,	-
00002B8BFD3EB000,	        4096,	           4,	           4,	 r----,	ld-2.5.so
00002B8BFD3EC000,	        4096,	           4,	           4,	 rw---,	ld-2.5.so
   [unallocated],	        4096,	           -,	           -,	     -,	-
00002B8BFD3ED000,	      565248,	         400,	           0,	 r-x--,	liblog4cplus.so.2.0.0
00002B8BFD477000,	     2093056,	           0,	           0,	 -----,	liblog4cplus.so.2.0.0
00002B8BFD676000,	       24576,	          24,	          24,	 rw---,	liblog4cplus.so.2.0.0
   [unallocated],	       24576,	           -,	           -,	     -,	-
00002B8BFD67C000,	       90112,	          76,	           0,	 r-x--,	libpthread-2.5.so
00002B8BFD692000,	     2093056,	           0,	           0,	 -----,	libpthread-2.5.so
00002B8BFD891000,	        4096,	           4,	           4,	 r----,	libpthread-2.5.so
00002B8BFD892000,	        4096,	           4,	           4,	 rw---,	libpthread-2.5.so
   [unallocated],	        4096,	           -,	           -,	     -,	-
00002B8BFD893000,	       16384,	           4,	           4,	 rw---,	[ anon ]
   [unallocated],	       16384,	           -,	           -,	     -,	-
00002B8BFD897000,	      942080,	         408,	           0,	 r-x--,	libstdc++.so.6.0.8
00002B8BFD97D000,	     2093056,	           0,	           0,	 -----,	libstdc++.so.6.0.8
00002B8BFDB7C000,	       24576,	          24,	          24,	 r----,	libstdc++.so.6.0.8
00002B8BFDB82000,	       12288,	          12,	          12,	 rw---,	libstdc++.so.6.0.8
   [unallocated],	       12288,	           -,	           -,	     -,	-
00002B8BFDB85000,	       77824,	          16,	          16,	 rw---,	[ anon ]
   [unallocated],	       77824,	           -,	           -,	     -,	-
00002B8BFDB98000,	      532480,	          12,	           0,	 r-x--,	libm-2.5.so
00002B8BFDC1A000,	     2093056,	           0,	           0,	 -----,	libm-2.5.so
00002B8BFDE19000,	        4096,	           4,	           4,	 r----,	libm-2.5.so
00002B8BFDE1A000,	        4096,	           4,	           4,	 rw---,	libm-2.5.so
   [unallocated],	        4096,	           -,	           -,	     -,	-
00002B8BFDE1B000,	       53248,	          36,	           0,	 r-x--,	libgcc_s-4.1.2-20080825.so.1.#prelink#.khL565 (deleted)
00002B8BFDE28000,	     2097152,	           0,	           0,	 -----,	libgcc_s-4.1.2-20080825.so.1.#prelink#.khL565 (deleted)
00002B8BFE028000,	        4096,	           4,	           4,	 rw---,	libgcc_s-4.1.2-20080825.so.1.#prelink#.khL565 (deleted)
   [unallocated],	        4096,	           -,	           -,	     -,	-
00002B8BFE029000,	     1372160,	         500,	           0,	 r-x--,	libc-2.5.so
00002B8BFE178000,	     2093056,	           0,	           0,	 -----,	libc-2.5.so
00002B8BFE377000,	       16384,	          16,	          16,	 r----,	libc-2.5.so
00002B8BFE37B000,	        4096,	           4,	           4,	 rw---,	libc-2.5.so
   [unallocated],	        4096,	           -,	           -,	     -,	-
00002B8BFE37C000,	       24576,	          24,	          24,	 rw---,	[ anon ]
   [unallocated],	       24576,	           -,	           -,	     -,	-
00002B8BFE382000,	       28672,	           8,	           0,	 r-x--,	librt-2.5.so
00002B8BFE389000,	     2097152,	           0,	           0,	 -----,	librt-2.5.so
00002B8BFE589000,	        4096,	           4,	           4,	 r----,	librt-2.5.so
00002B8BFE58A000,	        4096,	           4,	           4,	 rw---,	librt-2.5.so
   [unallocated],	        4096,	           -,	           -,	     -,	-
00002B8BFE58B000,	        8192,	           8,	           8,	 rw---,	[ anon ]
   [unallocated],	        8192,	           -,	           -,	     -,	-
00007FFFCA834000,	       86016,	          32,	          32,	 rw---,	[ stack ]
   [unallocated],	       86016,	           -,	           -,	     -,	-
00007FFFCA9FD000,	       12288,	           4,	           0,	 r-x--,	[ anon ]
FFFFFFFFFF600000,	     8388608,	           0,	           0,	 -----,	[ anon ]
